,lesionTipo,lesionRango,nAnimal,lesionPromedio,sexoAnimales,bursometro,condicionHigado,integridadintestinal,fecha,semana,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna
1588,Pierna Palida,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1589,Rasguños,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1590,Quemadura Cojinete,0-3,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1591,Lesion Cavidad Oral,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1592,Retención de Yema,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1593,Atrofia del Timo,0-2,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1594,Medida Bursa,0-8,5,3,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1595,Daño de Bursa,0-3,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1596,Necrosis Cabeza Femur,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1597,Discondroplasia Tibial,0-3,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1598,Traqueitis,0-3,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1599,Aerosaculitis,0-4,5,2,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1600,Cardiovascular,0-3,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1601,Erosión Molleja,0-3,5,1,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1602,Comedor de Cama,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1603,Proventriculitis,0-3,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1604,Intestinos Engrosados,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1605,Intestinos Adelgazados,0-2,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1606,E. Acervulina,0-4,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1607,E. Maxima,0-4,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1608,E. Tenella,0-4,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1609,Exceso de Moco,0-2,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1610,Exceso de Fluido,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1611,Descamación Celular,0-2,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1612,Tenias,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1613,Enteritis Necrotica,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1614,Pasaje de Alimento,0-2,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1615,Gas Cecal,0-2,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1616,Hiperemia,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1617,Quemadura de Amoniaco,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1618,Aspergilosis,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1619,Ascitis,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1620,Ascaridios y Gusanos Redondos,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1621,Hemorragias Petequiaeles,0-1,5,0,H,,0,10,2020-01-29,5,Santa Defina,8,36.0,1.0,P1T3,Trovac,Merial,Avipro
1622,Pierna Palida,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1623,Rasguños,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1624,Quemadura Cojinete,0-3,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1625,Lesion Cavidad Oral,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1626,Retención de Yema,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1627,Atrofia del Timo,0-2,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1628,Medida Bursa,0-8,1,4,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1629,Daño de Bursa,0-3,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1630,Necrosis Cabeza Femur,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1631,Discondroplasia Tibial,0-3,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1632,Traqueitis,0-3,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1633,Aerosaculitis,0-4,1,1,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1634,Cardiovascular,0-3,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1635,Erosión Molleja,0-3,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1636,Comedor de Cama,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1637,Proventriculitis,0-3,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1638,Intestinos Engrosados,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1639,Intestinos Adelgazados,0-2,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1640,E. Acervulina,0-4,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1641,E. Maxima,0-4,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1642,E. Tenella,0-4,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1643,Exceso de Moco,0-2,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1644,Exceso de Fluido,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1645,Descamación Celular,0-2,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1646,Tenias,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1647,Enteritis Necrotica,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1648,Pasaje de Alimento,0-2,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1649,Gas Cecal,0-2,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1650,Hiperemia,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1651,Quemadura de Amoniaco,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1652,Aspergilosis,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1653,Ascitis,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1654,Ascaridios y Gusanos Redondos,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1655,Hemorragias Petequiaeles,0-1,1,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1656,Pierna Palida,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1657,Rasguños,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1658,Quemadura Cojinete,0-3,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1659,Lesion Cavidad Oral,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1660,Retención de Yema,0-1,2,1,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1661,Atrofia del Timo,0-2,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1662,Medida Bursa,0-8,2,4,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1663,Daño de Bursa,0-3,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1664,Necrosis Cabeza Femur,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1665,Discondroplasia Tibial,0-3,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1666,Traqueitis,0-3,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1667,Aerosaculitis,0-4,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1668,Cardiovascular,0-3,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1669,Erosión Molleja,0-3,2,1,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1670,Comedor de Cama,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1671,Proventriculitis,0-3,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1672,Intestinos Engrosados,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1673,Intestinos Adelgazados,0-2,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1674,E. Acervulina,0-4,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1675,E. Maxima,0-4,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1676,E. Tenella,0-4,2,1,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1677,Exceso de Moco,0-2,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1678,Exceso de Fluido,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1679,Descamación Celular,0-2,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1680,Tenias,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1681,Enteritis Necrotica,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1682,Pasaje de Alimento,0-2,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1683,Gas Cecal,0-2,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1684,Hiperemia,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1685,Quemadura de Amoniaco,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1686,Aspergilosis,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1687,Ascitis,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1688,Ascaridios y Gusanos Redondos,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1689,Hemorragias Petequiaeles,0-1,2,0,H,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1690,Pierna Palida,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1691,Rasguños,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1692,Quemadura Cojinete,0-3,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1693,Lesion Cavidad Oral,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1694,Retención de Yema,0-1,3,1,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1695,Atrofia del Timo,0-2,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1696,Medida Bursa,0-8,3,4,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1697,Daño de Bursa,0-3,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1698,Necrosis Cabeza Femur,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1699,Discondroplasia Tibial,0-3,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1700,Traqueitis,0-3,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1701,Aerosaculitis,0-4,3,1,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1702,Cardiovascular,0-3,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1703,Erosión Molleja,0-3,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1704,Comedor de Cama,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1705,Proventriculitis,0-3,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1706,Intestinos Engrosados,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1707,Intestinos Adelgazados,0-2,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1708,E. Acervulina,0-4,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1709,E. Maxima,0-4,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1710,E. Tenella,0-4,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1711,Exceso de Moco,0-2,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1712,Exceso de Fluido,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1713,Descamación Celular,0-2,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1714,Tenias,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1715,Enteritis Necrotica,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1716,Pasaje de Alimento,0-2,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1717,Gas Cecal,0-2,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1718,Hiperemia,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1719,Quemadura de Amoniaco,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1720,Aspergilosis,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1721,Ascitis,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1722,Ascaridios y Gusanos Redondos,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1723,Hemorragias Petequiaeles,0-1,3,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1724,Pierna Palida,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1725,Rasguños,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1726,Quemadura Cojinete,0-3,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1727,Lesion Cavidad Oral,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1728,Retención de Yema,0-1,4,1,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1729,Atrofia del Timo,0-2,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1730,Medida Bursa,0-8,4,5,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1731,Daño de Bursa,0-3,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1732,Necrosis Cabeza Femur,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1733,Discondroplasia Tibial,0-3,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1734,Traqueitis,0-3,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1735,Aerosaculitis,0-4,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1736,Cardiovascular,0-3,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1737,Erosión Molleja,0-3,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1738,Comedor de Cama,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1739,Proventriculitis,0-3,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1740,Intestinos Engrosados,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1741,Intestinos Adelgazados,0-2,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1742,E. Acervulina,0-4,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1743,E. Maxima,0-4,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1744,E. Tenella,0-4,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1745,Exceso de Moco,0-2,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1746,Exceso de Fluido,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1747,Descamación Celular,0-2,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1748,Tenias,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1749,Enteritis Necrotica,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1750,Pasaje de Alimento,0-2,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1751,Gas Cecal,0-2,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1752,Hiperemia,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1753,Quemadura de Amoniaco,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1754,Aspergilosis,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1755,Ascitis,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1756,Ascaridios y Gusanos Redondos,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1757,Hemorragias Petequiaeles,0-1,4,0,M,,0,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1758,Pierna Palida,0-1,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1759,Rasguños,0-1,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1760,Quemadura Cojinete,0-3,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1761,Lesion Cavidad Oral,0-1,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1762,Retención de Yema,0-1,5,1,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1763,Atrofia del Timo,0-2,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1764,Medida Bursa,0-8,5,5,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1765,Daño de Bursa,0-3,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1766,Necrosis Cabeza Femur,0-1,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1767,Discondroplasia Tibial,0-3,5,3,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1768,Traqueitis,0-3,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1769,Aerosaculitis,0-4,5,2,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1770,Cardiovascular,0-3,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1771,Erosión Molleja,0-3,5,1,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1772,Comedor de Cama,0-1,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1773,Proventriculitis,0-3,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1774,Intestinos Engrosados,0-1,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1775,Intestinos Adelgazados,0-2,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1776,E. Acervulina,0-4,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1777,E. Maxima,0-4,5,1,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1778,E. Tenella,0-4,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1779,Exceso de Moco,0-2,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
1780,Exceso de Fluido,0-1,5,0,M,,T,10,2020-01-29,5,Roalpa,14,36.0,2.0,P1T3,Trovac,Merial,Avipro
